resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,average_cadence,average_temp,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules
2,Corrida matinal,7420.8,2973,3051,71.0,Run,Run,9651252023,2023-08-15T09:33:51Z,2023-08-15T06:33:51Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,4,0,3,0,False,False,False,False,everyone,False,,"[-15.836550509557128, -48.02487940527499]","[-15.836276337504387, -48.02490237168968]",2.496,4.074,True,145.0,161.0,False,True,1141.8,1115.8,10347831162,10347831162,garmin_ping_289646723501,False,0,0,False,13382559,1,a9651252023,t}s_Bh|bdHc@f@kAb@UJ_@XmBlBa@r@SRWLs@LU@e@EiAOyBSnALt@B|@NTBp@C`@Ib@Mr@gAfAkA`Ao@p@Ql@]VYNa@JIv@YLK`@I^@|@MJQHU@]IYU[SQi@[_Aa@u@a@e@Yu@m@IEi@I]AgBUo@Qw@[{AU}BUwAC]C{@QkA]mBM]BUFbAt@vBxBVT^RVHhFvBfCj@`ALfB^fALdC^T@VHv@JKJDDr@JLARa@HGOJM^G@mAQGC?Ed@Br@OTIP[DUAOOe@GKYWqCqA_@S_Au@]I_@A{B]_@Kw@_@_@Ma@GoAM{BOu@AYC{@OaA]iAOSAiAHEB@Dl@`@v@z@pAnA^TxAh@`Bv@v@\|Bj@bAN|FlArAR^JzBX^JBWPWy@Nw@B?DHFXF?AIC[IFE`AI^MPYFYE[OUWWWOaAc@_Ae@i@]e@a@YOa@Ii@C{AUm@OkAg@YI[EsAG}AO_AAu@EcCu@cAEiAL?BJFVLX\`@^hB~AjAj@fA\t@^rAj@dFdAt@HdBZtAZZDt@T`@FXHh@DZFH?@AJc@HGPY?CCCC@ENYVBR?LCBa@CYMw@Ee@HKFYn@k@d@]P[Fs@Z_At@y@bAo@hA[Pc@J_@Dy@GoEa@}BQZDt@F^?lFf@^@d@AZIf@W\u@PUZ[Zc@b@]l@_@XKZGZO,2,,83.5,18.0,,,,,
2,Corrida matinal,10010.0,3299,3503,116.0,Run,Run,9631990895,2023-08-12T10:10:38Z,2023-08-12T07:10:38Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,4,0,4,0,False,False,False,False,everyone,False,,"[-15.83173418417573, -48.01775939762592]","[-15.830764817073941, -48.01812962628901]",3.034,4.228,True,144.2,164.0,False,True,1162.4,1119.2,10327515026,10327515026,garmin_ping_289155357860,False,0,0,False,13382559,1,a9631990895,t~r_B|oadHw@VeAn@kBt@wAr@cBj@qAf@oAVeABc@Aa@Ga@Mq@]iA}@_DyAo@Yg@MmDe@{@As@HUHe@ZQTYt@aAdHKbB@|A@BPYHB@@BnALd@\p@`@h@b@r@f@fADTDL^l@l@~ANRRHBH?LDFVJN@|@GdAANI^wAd@wA@s@NGPO`AqC?i@BI?]LUZOVE~@AhBMfAC\@VD`@`@h@Zj@VJ\Dd@L\JPRPVHTVP\VhAJ\RVvBfBl@`@TFP@bAEH@DHIxC@~AIx@AXFl@JTp@f@ZPLBLJN@l@?bAHhCTn@HRFb@Dx@?d@Ib@QJK^o@dAoAjA_AVMTEXIPKh@m@L[XQbAQv@Er@KPa@@SCYKWQSk@_@]QOSI{@@[HWTSLGZGZMFKASIWOWUQc@SoAg@m@a@qBWa@Ao@Im@CkA@u@Yu@a@sCuD]QOCsCQeAQc@Oi@Yk@c@MMCWDk@E_@Sg@Sy@Gs@EiAFIZGjBy@LCVMPCAFIFc@N{A^{@XKHJ`@B`@PdAVz@FHL^@VAh@DFLNf@\x@\ZJv@PlCN^JVTRZ~@bA~@lAjAp@^LX?hAIX?l@FbBXTHl@\v@\dA\VTP^J^ONu@f@U\EJ?LLnA@BnAz@NPP^Bb@EZGJU@a@Pg@F{@Be@JU^s@p@mBx@s@d@u@r@q@~@O\KJm@X[F]BgAEuBUoAIyBSa@Mg@[k@c@QUCSCo@@oADk@N{DAKEMCAaAJWAOGuAeAYW{@m@KOM_@G_AG]QOUMUU]g@[w@UY[Si@U}@m@qAAoAJ{AB_@D[JULGREd@@\Up@w@nCk@~Ag@~AQZQDaACy@D]CKGIIA]EEOGGIm@mAy@sA_@w@oAyB_@{@Ke@?[Be@?a@CCINITA@Gi@AmAJiB\uB^gBFm@J[^m@PQPMf@U\KRC~@Bp@J~@F|A^l@Tr@^dBv@lBpAd@Tn@Tb@Df@Bb@CXGzB}@|Ag@lCgA,2,,84.0,19.0,,,,,
2,Corrida matinal,8010.3,2715,2946,96.0,Run,Run,9618786569,2023-08-10T09:37:27Z,2023-08-10T06:37:27Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,6,0,9,0,False,False,False,False,everyone,False,,"[-15.836540702730417, -48.024824084714055]","[-15.837079742923379, -48.02459618076682]",2.95,3.862,True,147.9,167.0,False,True,1143.4,1097.4,10313550458,10313550458,garmin_ping_288829449081,False,0,0,False,13382559,1,a9618786569,t}s_Bf|bdH_@d@ULuAd@mAdAu@v@m@`AWRw@Vq@@iCa@kE]i@?O@YHQPKPK\?Vp@zBBC?AQ[Ww@IYE[FULWLO^UHCPA~DZzDb@^?p@Mh@Yv@qAx@{@ZYv@c@`@EVKXSNUVm@VQjAONI`AA\GNo@A]KUQUWU}@g@EIC[As@?IHS^a@`@OXQEWYk@WW_@SaA]w@q@a@IuCY_@C_@?{@Fa@K{@_@QMm@w@mB_C[OWEwAKeAMmAYe@Ws@e@UYCKDa@C_@[{@U}@Ga@Ao@EUUFg@XgD~AmA`@m@NoBv@c@Jg@F_AD{@I[Kw@a@aAw@wBiAw@]gA_@YKw@McBO]Ac@@e@Jc@PURSTKR[xAQ`BWlA_@pC?d@LvAChAB`CXbCJd@`AlBf@nAxDpHZj@n@`Ah@d@RTb@vAEA@s@DWj@_@BK?KCIwAgCmD}GSk@]k@e@_AyB_Eo@wAc@u@IUAy@DWJON@DH?nAFXNZ|AfC`@z@tAjCBJRb@TJFP?LDFVHP?`@EhA?NANKXkAb@{AH_@GUDITINU|@eC@m@DSBYRUXIPAr@BdDMt@@\DRJB?PYTKd@KT?RHb@`@b@l@w@{@@IbBi@bAYXBLR@ZCfA@v@F\LRLDjAJl@RXDz@C\?dAT~Af@jAHvABX?rAJz@JVFNH^Vf@PdAN\JjADLBrA`Av@`@dBp@RNb@`@HPDRCh@GR_@Pq@H{@Du@Pe@z@B@Ne@JURGx@G,2,,83.8,20.0,,,,,
2,Corrida matinal,12293.8,4196,4550,88.0,Run,Run,9618211795,2023-08-04T08:50:26Z,2023-08-04T05:50:26Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,4,2,0,3,0,False,False,False,False,everyone,False,,"[-15.841601025313139, -48.01960526034236]","[-15.841372618451715, -48.01935749128461]",2.93,5.373,True,146.7,165.0,False,True,1156.4,1079.2,10312930146,10312930146,garmin_ping_288816903667,False,1,0,False,13382559,1,a9618211795,~|t_BjradHYQMSMe@QY[Au@Ve@Tk@JcAVYN]HCRZt@Vv@Pp@?Nf@bBdAfCVbAPVl@tAJf@h@pAPn@JVRVD`@N\Dd@Rt@P\LN`@bAF`@Cv@LhA?n@HXDj@?`@Ff@Rv@LhAFN@^Sl@A`AIx@Jv@@Ci@KmBNSAsAFi@MyAAwAOeAAaCIGCCI@oAEwAJ_DCsBIWIy@ESWc@Q}@Uy@{@aCi@mAy@cCi@aBEWW_A[w@EYg@cB[w@]m@@Ao@ICQMU_AgA?IYuBu@yBUuAOe@K{@WuAsAiEg@aDEgAIm@C{@Iq@DU?KBI@uBYkD@YCQA{CK}ABOCKBk@@KL[L_A?c@BQ?SCOZc@Ra@FoAH]b@m@VSfAe@JQF[Mi@w@wB_@mAc@m@EQC_@OQ[M{@?kCh@u@d@[N}@JcAn@YH[AYBa@Js@X{C`Aw@Zk@Xc@NWN[\YRgAPcBr@oA^u@j@_D|Ag@L}@?o@NeCt@w@HcBl@_@T[X_@P{Ad@w@P{@JwA^cCz@g@VYJu@JmAh@qA^qDjAq@\cC|@?EnBw@h@OtD}AxDmAbASh@_@t@WjEqAlB[tA_@^Qp@m@zAk@zAWxAm@ZG|@OZB\?j@QhB_AtA}@|Ac@rAi@lASRKb@i@p@SfBq@hEgBdASf@@\Kz@k@VMr@I~@e@`Bc@~@Ih@Bh@PXMF?X^HN@h@DXPb@Pr@~@bCJN\HrANh@R?@Sd@YhAg@bBSh@I`@GPOl@m@vCGdABj@CnBJ^@^GpBFb@?ZD^ETA\D`A@pAALBz@RlB?RNbAJ^r@dBNj@R`@`@fANVMHGEw@XGFCJAVH^N\VbANZJN`@?XDTCLFLf@JHn@tAXf@d@~Ad@lAn@rBN\\X?`@ZnAd@jANXnAbEN\TfAj@hBNj@d@pADd@XfB?vAIl@@^ENDP@\?hBGPSJo@@MHGh@CbA@DZZlAKXGr@?ZK@[Ew@@GBaABQAe@HcAEeAMcBI_@McBSgAy@_CQu@c@gASy@Ue@_AeDSi@Ae@E]i@}AAW_@q@Y_AKQEM@IBGKMSi@G]KOK]LKR?^ItAw@NO\AfAUJOvAi@l@Y~Ak@VJPTDNFDT^,2,,85.0,18.0,,,,,
2,Corrida matinal,8201.0,3543,3818,105.0,Run,Run,9574227731,2023-08-03T09:31:24Z,2023-08-03T06:31:24Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,6,0,5,0,False,False,False,False,everyone,False,,"[-15.836551431566477, -48.02485568448901]","[-15.836963737383485, -48.02473641000688]",2.315,3.906,True,139.2,159.0,False,True,1187.0,1107.8,10266490236,10266490236,garmin_ping_287675105889,False,0,0,False,13382559,1,a9574227731,t}s_Bn|bdHOT[NcAXs@b@o@h@w@~@OTOVMb@GnADrDHxA@j@GbEBPCfBBVCtABbAAf@Dn@Cp@E^@\HRDd@IZqAnBQZENBDf@NfBVB@DLG^_@t@Y`@g@j@QHUKk@o@iA}@EKSSs@g@UWIEYm@Q[w@w@a@YY_@e@a@q@s@YQcAwA_B}AMQIOAc@Wc@MCED@PRXpAtAh@r@PPLB@OCs@Fs@ASKc@[c@Xc@BKFMT[I}AJQvBkAb@Uv@M?CIU{@sAeAoB[y@K]c@sB]qBKqAViIIWmAHWCICa@]g@m@eA{@QUSk@OmAQQSMSQwAqBUWgAs@i@Y]C}@?qBDs@?WDi@TOX?PCR?\APa@tAUt@QTULDP?N{@hC[r@QL[@]Cw@Ba@AIEKICI?W_@UkAsBmByD]y@]o@Og@DyANS`@U@EAg@@oCAq@Gi@?y@TiAXm@PSPMVOXGb@Cp@RtAZ`@Hf@LTLtAjAj@fA@`@JPLjBNpAKXDHNLX|@?h@LnADo@PQj@Q|AElBMpABZNV]n@QXCRDRPn@r@HRCAJBHFb@n@f@b@LDt@?JC@EMSEU?u@@kAC_@O[AOJm@LW`@YnBkARSJUBSEc@e@uAQw@EY?i@AKGCMDyAj@SBIAHA@EEEM@a@TcAb@{Ad@[LoCx@CJFPp@Ox@WnDoAxEwBNEDF@p@JfAh@tB?VC^LVz@f@lAb@`ATdBPh@BXHVV`@l@nA|ARRr@b@x@^b@@p@E\AhAPd@@NBj@PXDZXZNnA^`@TVd@J^CFOL[Ng@n@ER@\,2,,84.4,16.0,,,,,
2,Corrida matinal,7128.5,3317,3525,82.0,Run,Run,9561188346,2023-08-01T09:31:24Z,2023-08-01T06:31:24Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,6,0,7,0,False,False,False,False,everyone,False,,"[-15.836519161239266, -48.02486775442958]","[-15.836809175089002, -48.02477354183793]",2.149,4.042,True,146.5,168.0,False,True,1172.8,1096.0,10252609351,10252609351,garmin_ping_287345725841,False,0,0,False,13382559,1,a9561188346,h}s_Bt|bdHOPWNa@Jg@RSLy@p@y@x@k@bAEREfABvACnBBt@HhA@nBAj@@R?`@B^E^AXAtABHFjA@|@?b@OdBBXLbAKTSTS`@u@bAIXVLnAPTFHB@LCXSj@c@p@QRKVSHMEUOyAuA{AeBq@g@c@q@s@s@_@WaAmA{@o@[[aAuAs@u@SMW_@GU?_@EGUWE?INbAtArAvAVP@CC}@DcACYGQMQSSB@^_@@]PMHMEg@AcANOjBw@l@]x@O@CEOqA_Bq@qAq@yB}@eEQwA?QHaBDmB@cABu@CMSE{@HQAOGYUoAkAy@m@OYGc@Gw@Q[]QUSU_@]s@QUq@k@sA_AQE_@?qDL{@Fk@NKLEJ@ZCAEKm@kDQS?IFU?SUmCEWQ[BKCU[i@YYmAy@o@WgASkA]_@IQ?]FWPURSZOf@Mt@Cf@LzA?lADvAA^@Tq@VIXBtAGBxAvCl@~@nA|B^x@R\PFHH@b@VLZ?`@Gz@ATAPMlAwDI[BIPGNMz@eCBUC]BYD]LKh@SrDQ|@Aj@BRBZNLUFG^QVEZAVNTAn@QLGDIBDRCx@ONCDIF_@L]FIhAy@hAo@b@ITFx@h@vAb@rC\^@b@LbDdExAr@^Fp@C^@R?~BVCCJ@~@Zt@\bAXXPRT\z@GNQPYNMT,2,,84.8,19.0,,,,,
2,Corrida matinal,10126.4,3467,4157,77.0,Run,Run,9542568939,2023-07-29T09:53:13Z,2023-07-29T06:53:13Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,6,0,2,0,False,False,False,False,everyone,False,,"[-15.841470686718822, -48.01959360949695]","[-15.839019818231463, -48.018480157479644]",2.921,4.008,True,140.7,158.0,False,True,1210.8,1139.6,10232943540,10232943540,garmin_ping_286852314155,False,0,0,False,13382559,1,a9542568939,v|t_BfradH[QMOSu@IQUEm@NeBn@_@Hc@VOX]NMB@CG@HCJ?N`@hAxDPbAN^f@xA^r@DN@JTr@Lv@|@|CF\@XAL~@rBVt@BL@\EJBRXl@FPRlAFJH\Ht@Bh@@vAGtA@l@Iz@KHFJFj@?TK\?d@Dx@AJBDEv@Dj@@zACp@NlAX^?PMLIXAVD\Ex@Mn@EpEM`A]`BIp@[v@Qp@EKWjAOdAIT]`@S`@e@j@ELq@v@QZg@dAeAbBe@d@Yb@YRi@r@QZWr@g@l@UPS^c@`@[h@_@b@gA|Aq@hBa@h@Qb@[h@UNG?[TMPO\Yd@ANELQTEJCdAc@d@IJGPMBCI]BKBOHk@bAEPi@x@aCzEK^AT^|@C^MTWPOPCN?JnBrFPTPB|AcAvCgAtAs@b@O\SpAc@ZMRQN_@`@[FA\F\G~Bu@rB}@j@Uv@Sn@W`Ak@N?HCpDyAR?ZXINoAh@eBd@g@TSPQBw@XUFYJKRKF{CjASFi@FmAp@kEvAkGlCaAh@{Bv@ALXt@P\p@~A@JTv@F^ELJREPBVL^V~@HHNf@IPOHk@Ps@Xs@N]@_AAy@GSEyG{@o@Ym@g@Yc@M]KcACa@Fo@Aq@IcAEkBDgA@YEg@D}@KYCYOgB?UNiAGiAI[QwB[a@KyBH{@Ak@Gm@C{@HqAAcAFyALy@C[B_@Ea@JCZ@`BKH[TIt@y@NM^Sb@GdAARURKf@@@ECGT_@~AgBv@wA`CkDXk@bAmAd@g@^o@z@mAHQ^m@pAgBb@u@f@q@`AyAvAgBJWFWJUb@gBJo@B_@C}ABi@?y@@EHEI_@CY?eCBYAWBiBIs@D{@JO^AnA@XBdBANARKx@JDALIJoA@kARy@Ak@@sAMcBCOGiA_@kBO_@Mk@k@oAOo@Wk@Mg@E[Qe@Q[sB{GIw@Mi@MQIQm@yBKQCQBCAIU[c@kACODADDFR?D~@YJA,2,,83.1,22.0,,,,,
2,Corrida matinal,8309.4,2783,2896,81.0,Run,Run,9530419548,2023-07-27T09:36:50Z,2023-07-27T06:36:50Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,5,8,0,4,0,False,False,False,False,everyone,False,,"[-15.83655545488, -48.02479533478618]","[-15.83570091985166, -48.024648651480675]",2.986,4.225,True,139.5,157.0,False,True,1145.6,1098.2,10220145699,10220145699,garmin_ping_286528806419,False,1,0,False,13382559,1,a9530419548,v}s_Bz{bdH_@f@[Nw@Xg@ZYX_@ViAlAk@~@SLy@R]@{Ca@mCWcAIQ?_@Ek@Yy@k@OWEc@Ak@De@Ai@HeCFuACOYA]Dc@A[MyC}BQSIUMaAGYIMs@k@[e@Ys@Y]OOs@e@KQ@WNQVKh@Kj@XbCzC\Jh@?ZC?GKi@@QC]@mBIQWGqAXo@N]NKNLXZ\~@lARRJBXBj@AHEGQGw@AaA@a@Ec@KUAWD]J[ZYnA{@h@[REXHVLd@^h@RvAZ`BN~@LTHXTlA|AdAnA~@f@`@N|@Ez@AtBV|@RfAh@rAf@ZNRPRn@GTm@b@c@x@APDZ@`@DPt@`@ZXV^D\K^UXUJSDs@DCDHDbADLc@AESFaAH]?u@Eq@OmF_AiCi@cCw@gCcAw@]cAm@e@a@}AcB}@s@WOa@Q]EcAEs@@UAUMgAoAqAqAWK_@D]JWLUZk@YQ@k@EyDLm@H_@RGPEpAcApCEH]VFTALm@vB[z@QL[Bi@Au@FQAYKKk@a@WgB_DgAuBm@cAg@cACMAg@HkATQZK@ABiAAcDEe@Ae@Ba@FYTy@\m@h@c@XK^ATDvAb@`APl@R\PZXp@j@TVZr@E^PRF~ANrA?JKXVZNtAHhABJJo@NQZKpBKlBMj@A^BXHLHD@FELWHE\Mf@ELHjA|AbAlANJ@IACsBiBT\A@L?z@~@^VTD\BdAAz@Nd@RNJrC|Cn@f@rAl@nE`Bt@RfF`A,2,,84.8,17.0,,,,,
2,Corrida matinal,5844.7,2609,3038,47.0,Run,Run,9517498602,2023-07-25T09:31:23Z,2023-07-25T06:31:23Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,8,0,6,0,False,False,False,False,everyone,False,,"[-15.83654036745429, -48.02491905167699]","[-15.836938424035907, -48.024753676727414]",2.24,4.793,True,137.7,166.0,False,True,1141.2,1114.0,10206538055,10206538055,garmin_ping_286202458890,False,0,0,False,13382559,1,a9517498602,p}s_Bt|bdHIJ]Tk@P_Af@sBpBs@hAd@iAzAoB^a@TKz@QNKXa@Tm@LM`BMFDICeAPINOd@U^SPqAh@_An@gAbA}@rA@?Tg@p@eAjAwAf@Uh@KVKVUNa@Lg@HGhAM~@@|@YEDo@Rq@Dw@LOL_@v@YV}Al@_BpAk@n@]h@Ud@DILg@Ra@fBsB^YnAa@\Wf@aAl@Kr@AFCGAc@B[DOFQb@]l@s@`@w@X[RoAjAo@v@QVIPVo@Xc@hAsAl@g@TIZG`@QfAwARMXI`@CO@c@EW?YE{Cm@jALn@JvBb@VFFD~@RIE{@O_@Ky@IkDo@B@~@LzDp@zAZeAMiDq@mBWfAJhBZj@JjAZl@JB?_@M_BYs@GgAYqB[DBvALbBT~@Pz@Jl@PFKDYBGHCJ]BQGa@OUk@i@oCoAuAcA[Ia@?eC_@s@_@e@Qu@GiBEwDQ]Is@Wm@YWE_@AyAHADz@l@bBlB`@\NJlEhB~@\|FhAx@T|@JfB\lAP,2,,81.8,20.0,,,,,
2,Corrida matinal,14025.0,4696,5060,61.0,Run,Run,9499416684,2023-07-22T10:07:41Z,2023-07-22T07:07:41Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,3,8,1,2,0,False,False,False,False,everyone,False,,"[-15.802351590245962, -47.91590787470341]","[-15.800260221585631, -47.91446836665273]",2.987,4.272,True,152.1,167.0,False,True,1124.4,1083.8,10187366363,10187366363,garmin_ping_285717111065,False,0,0,False,13382559,1,a9499416684,nrm_BvymcHNvBH\L^PVRT\T\LX?`DMd@LTGvADVNv@l@VXJTJp@Kv@_AvAk@Z}@dAk@|@Mp@HlBNr@HZb@v@VVZTzA`@p@^l@AtASx@@XDd@Xx@VVNVZvC|Gd@h@b@TlAZ\BRGb@Sx@kALc@L}@D{BLqAHOTUtAm@j@m@Rm@BU@a@Kg@g@wA]o@e@c@o@c@k@s@qCgBmA}@SUO[W{ABq@DMLeB\qBAuAQeAg@yAo@gAqAiA[Q{Ag@{AKiBB{Bv@aEnC{AXq@DYCqCmAUQq@y@c@}@UsAAkA`@kC^y@x@cAh@_A^_ADc@O}CMu@a@w@Us@iA_Ac@g@IUGm@?i@|@eEhAaDAkCQeASe@e@UgA_Ao@W[WW_@sB{AcA}B]i@SoA_@}AQm@e@y@wA}AaBuAo@]yBo@]C}DCqBNuAEgAOgA[oAaASUaAmB[y@A_Ah@uBLw@?i@Mu@O]a@c@{Ao@yAuAMG_@Ik@?s@TOLY`@a@fAM@w@rAk@l@mAn@qCn@c@Rq@t@]v@K|@Ar@BVTz@Xn@pAzAVR~@VtAD@D`Dq@h@Ep@D~Ax@v@PXPd@f@hAtB^j@ZjADv@ElDBrAT`ATl@Zj@b@j@~AbAt@VdBF|DQfAPrAd@f@VXVbAjBhAzAP\FZNvBTl@lApArBbB@HAPK^q@~Ak@f@OTEj@Ml@oAbCUvAKvA[bBBXNr@\t@tAlBRP~Br@dANr@R~@d@nBtA`ApAPf@Lj@A`A?q@Qu@g@}@g@m@aCiBgAi@eCa@h@JtAJh@Rb@XBd@Ac@UQ@]Ou@@WTq@d@a@rASp@i@^ENiALi@z@eAn@cAn@_BJs@@YY{BMm@w@iB}A_BMUScA?a@FSl@kBj@aCj@}A@a@IgCUiAQQm@Uo@q@wAq@_@g@[QSEe@\UKTR?l@Ep@[x@mBrBaAp@_@LqAJWHm@r@O`@h@~@BLDjAPbAtAzA|BjBDV}@jCi@\UVIdAENwArCO`Bc@nCK`@?RJp@Vf@~@pA`AbAjBb@dBXr@TlCnBlAvA}AyAw@g@_Au@k@YkCc@{Aa@sBsCe@mAEY@_@^iBJsBJm@tAkCEA{@tB,2,,84.0,18.0,,,,,
2,Corrida matinal,9017.8,2982,3323,88.0,Run,Run,9499413097,2023-07-20T09:35:11Z,2023-07-20T06:35:11Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,1,0,0,8,0,False,False,False,False,everyone,False,,"[-15.836552437394857, -48.02479416131973]","[-15.836911266669631, -48.02479214966297]",3.024,4.541,True,137.7,156.0,False,True,1142.6,1104.2,10187362421,10187362421,garmin_ping_285717026354,False,0,0,False,13382559,1,a9499413097,j}s_Bf|bdHc@d@UJu@RYN{A|AaAjAMVYPk@Ti@D_@AuFo@}BSc@KoAw@OOEQCa@BqCAa@HgDAGACS?o@H_@E]UuC{BMQGYIcAI[c@YSSU_@]_As@i@i@YUS?YNQRM`AO^PZ^Zb@VVr@`AXNXBp@CK[CYAiABm@AWAMIOGWB[Je@NWd@e@v@_@^SHETATDhB~@bAZXFnCTVBZJbC|CTTn@Xf@Xn@Jh@EdABd@DvAV|BbAjA`@VLTh@FZMPIHWHURQVIPCR?XB^HXnAr@JLP^BTEZS`@}@J[@_@?y@N{@vAUNyAj@YTaAz@UV]b@i@|@k@Ts@HWAg@IcGm@eBMMEyAaAKMEKASAq@F}@D{BLeBE[UIu@Da@G{@i@wBcBWe@GuAQWm@[SQQWOk@[a@_@Ys@c@IO?GFWVQ`@K`@EVLdAdA~@vA`@Pf@B`@CBAAIKUE_@BwBCYMUAWD]Ng@n@q@rAq@XKJALBxAz@RF`B\lCX`@LZP`@p@z@v@V^VVtAz@j@Hf@EbAD`ANV@n@HhAb@r@^~@Vb@\Vt@ALUTULi@n@GR@LH~@JR|@f@TTNZ?f@Md@WJu@Pk@C_@B[FKJQ^s@t@gAd@a@VoAbAq@x@q@jASH{@Ni@A{Dg@eEWc@SeAo@SYI}@BcAFaA@aAFaCGKEAy@HUAQEe@_@}@y@}@o@QSKYIm@ASIc@w@q@e@s@O_@W]sA{@GK?SPS|@YX@l@r@T\DL@?LJf@n@RPVH^Bd@CJEQe@A_DO_@?_@B[hAwAj@a@r@]J?N@bAt@p@XjAZn@F~AJp@LB@@FJJZf@j@l@r@|@XXh@\d@Pf@JZAp@Ih@Hf@BlB`@|Ax@x@RTJ^ZXt@AHm@j@c@l@CV,2,,84.9,18.0,,,,,
2,Corrida matinal,8235.3,3169,3231,65.0,Run,Run,9473570188,2023-07-18T09:35:15Z,2023-07-18T06:35:15Z,(GMT-03:00) America/Sao_Paulo,-10800.0,,,,0,7,0,5,0,False,False,False,False,everyone,False,,"[-15.836514132097363, -48.024763483554125]","[-15.837034983560443, -48.02464261651039]",2.599,4.293,True,147.3,180.0,False,True,1145.6,1110.4,10160094942,10160094942,garmin_ping_285060648661,False,0,0,False,13382559,1,a9473570188,d}s_Bp|bdHMR[Pe@Lc@TgAz@]\e@j@u@lA_AXa@DYAcFi@eAEq@Iq@@UH_@b@ITAZd@dBd@jAd@`Al@~@Ov@KPa@R{@Z]FKFMf@A~@Ao@BUb@c@b@Yn@YPMDMNu@IY_AyA]w@Qo@WeAGm@F[FM^[^Md@AbGh@fBXb@?d@In@]j@kAp@w@l@k@r@g@x@MHGV[b@}@JG`AMn@?r@I\WHQF[?WEMc@e@YSa@QABd@N^VPPPV@XCZKRUPg@JuAFa@FQRO`@W`@a@Ro@Jc@VcB`Bo@z@_@l@WN[J]DW?iAIuAUmDYy@Cc@DKF[b@MVGVHLr@tBt@fB[c@e@gAYcAQ{@C[@GHYVW^Of@EnBTvAJnARrAP`@?`@IZKZWP]HWV]tAyAj@c@z@UXMPQVs@RMXEp@Gz@CXIRMJAFIJSBWIc@GMc@c@UMh@\NVL\?`@Ud@MHUDg@F}@Ba@Lo@nAg@TcAZ]ReA~@c@f@UXg@~@g@Vo@Jo@A_AM_@IwFi@_@?OBa@PEFZS`@KvEZt@JpBP^?t@M\MRU\{@l@u@TSVWn@c@z@WXONOLSJc@JKb@GrBG^IPKIAg@JCB[@AF?Aj@Af@ONWFa@C]Q[c@a@eBw@y@e@UO}@u@mCSk@Ig@Ow@c@c@Ku@IeBGYEcBEY@UGWMgBm@m@CyAFABBDbAt@zAdBn@d@hF~BfA^lDp@~Bd@tB\fANn@NR@,2,,81.4,21.0,,,,,
